"[[4, 11, 26, 74, 241, 282, 342, 356, 416], [5, 72, 76, 91, 300, 303, 348, 370, 480], [7, 85, 86, 307, 318, 391, 470, 482, 597], [8, 96, 98, 402, 424, 506, 566, 670, 688], [12, 142, 146, 434, 594, 654, 669, 695, 701]]",595,0
"[[10, 68, 113, 157, 375, 444, 466], [25, 72, 229, 378, 500, 683, 698], [30, 111, 434, 448, 552, 718, 729], [150, 200, 451, 544, 611, 761, 793]]",151,0
"[[10, 56, 128, 220, 268], [36, 83, 146, 263, 273], [62, 120, 232, 304, 320], [150, 163, 249, 398, 687]]",57,0
"[[90, 101], [98, 109], [138, 861], [149, 970]]",101,1
"[[1, 46, 573, 641, 654, 744, 761, 806, 943, 977], [9, 342, 586, 712, 718, 770, 794, 949, 993, 995]]",342,1
"[[224, 517, 852]]",517,1
"[[3], [121], [175], [181], [182], [208], [228], [264], [267], [284], [298], [311], [335], [337], [425], [490], [493], [524]]",299,0
"[[17, 98, 168, 185, 474, 486, 505, 510, 567, 587, 720, 724, 727, 762, 894]]",99,0
"[[235, 264, 350, 441, 896, 939, 968, 989]]",265,0
"[[282], [326], [436], [471], [480], [637], [793], [888]]",794,0
"[[11, 140, 159, 239, 472, 577, 616, 625, 675, 762, 796, 811], [12, 162, 229, 271, 582, 623, 642, 654, 731, 845, 848, 853], [31, 190, 438, 454, 597, 648, 666, 711, 741, 858, 859, 875]]",797,0
"[[6298, 6299, 8878, 19097, 21552, 35576, 39895, 46924, 48910, 55559, 63990, 64681, 69801, 70130, 78469, 78645, 81787, 82899, 91602, 93202, 99993]]",78646,0
"[[254, 580, 3756, 4043, 4075, 7763, 9263, 16990, 20578, 21661, 26605, 33592, 37239, 44320, 44947, 51643, 56945, 57770, 59646, 71784, 72852], [641, 1072, 4036, 4416, 7678, 11039, 17434, 22628, 24006, 24649, 31081, 34999, 37803, 46805, 47537, 52815, 61601, 62310, 66774, 72938, 73528], [1064, 1154, 4475, 7677, 9003, 12168, 20861, 23315, 24582, 24656, 40739, 41453, 48894, 52416, 52508, 56357, 62452, 62744, 70478, 74080, 74539], [1101, 1494, 4790, 9823, 11005, 12780, 21448, 26124, 26154, 26222, 41971, 42205, 52136, 52616, 56971, 58008, 62547, 63975, 72717, 75376, 81939], [1197, 1608, 6276, 11589, 17028, 20988, 30793, 30991, 37033, 38153, 44479, 46325, 53261, 58109, 58669, 58850, 65100, 66364, 77105, 81435, 83555], [1775, 3788, 8090, 17532, 22253, 27938, 34433, 41594, 42699, 43431, 47380, 50218, 58496, 61321, 61728, 66104, 67420, 69989, 83257, 83397, 86220], [2261, 7190, 9242, 18647, 29525, 33497, 34442, 42479, 51458, 53994, 58763, 61679, 62162, 62945, 64541, 67403, 71245, 78145, 92201, 94833, 97819]]",67421,0
"[[428, 2077, 5195, 6714, 7599, 8178, 8427, 12156, 12389, 12968], [3778, 5384, 7505, 8589, 8605, 11412, 12078, 13477, 13803, 18232], [5722, 6632, 9668, 10306, 10987, 12144, 12335, 15604, 17007, 19595], [9140, 9916, 10218, 11403, 11873, 12520, 12663, 17315, 21653, 22938], [9447, 10867, 11092, 11955, 12559, 14486, 17139, 17653, 22450, 23389], [10738, 12309, 12327, 12908, 15200, 16729, 18361, 18554, 23962, 24612], [11346, 13090, 13161, 13636, 15231, 18339, 23198, 25044, 25057, 26411], [13047, 13956, 14750, 14812, 18583, 22842, 24397, 27642, 29131, 29788], [13695, 14564, 15196, 16086, 23971, 24214, 25969, 27963, 30683, 31132], [13738, 15568, 16124, 16292, 25340, 26029, 26522, 32559, 33524, 35130], [14533, 16353, 16489, 19265, 26660, 27899, 28440, 33535, 37775, 39137], [16699, 18251, 18792, 19813, 27402, 29961, 30572, 35104, 39275, 40627], [17854, 19085, 20006, 22466, 27720, 30701, 30778, 38626, 39714, 41802], [19257, 20250, 24246, 24747, 28334, 30945, 32190, 39465, 41931, 42254], [20364, 20371, 26363, 26799, 29487, 31184, 39002, 44117, 52651, 60464], [20518, 20570, 27567, 29771, 37425, 39291, 44179, 47088, 56872, 70967], [20662, 24687, 29612, 33956, 37792, 39375, 47660, 80334, 83438, 84559], [23395, 27939, 30799, 39436, 46758, 50941, 51618, 83938, 86696, 97048], [25522, 29140, 34180, 39677, 58402, 64933, 68898, 84212, 96236, 98887], [30731, 35086, 35289, 47704, 59391, 67255, 77097, 85522, 97546, 99193]]",25969,1
"[[273, 559, 3065, 3257, 3291, 6557, 10249, 11175, 14204, 18008, 21630, 23323, 35731, 36322, 37672, 38396, 48422, 64365, 64827, 70088, 73243, 88861], [906, 2359, 3127, 3896, 5973, 6664, 13377, 15389, 16520, 20955, 28329, 31227, 43100, 43197, 43502, 52181, 60196, 66196, 69715, 76910, 82721, 91413], [1004, 2394, 3917, 6174, 8270, 9620, 15534, 15842, 19121, 23834, 32209, 39316, 43375, 43795, 45719, 58827, 64268, 67050, 74601, 80005, 86988, 91791], [1295, 2721, 4797, 6471, 12123, 13263, 15743, 16025, 22047, 24791, 36148, 46598, 47893, 49158, 49874, 63001, 67507, 70342, 75856, 87600, 90663, 93815], [1393, 3101, 5174, 8378, 13903, 14017, 16244, 16467, 26450, 31882, 43088, 48408, 49429, 49671, 52608, 65520, 70509, 72310, 83099, 89866, 91619, 94650], [2495, 6335, 6900, 8531, 14270, 19905, 22475, 22780, 31492, 35384, 46944, 53036, 55703, 60852, 61296, 66273, 79042, 90108, 93406, 93938, 94418, 94861]]",15390,0
"[[267, 430, 6955, 26396, 40760, 41738, 62110, 71537, 86954, 89761], [497, 627, 10105, 35694, 69020, 69754, 74303, 79190, 88836, 92008], [932, 5354, 16095, 65384, 70278, 72433, 77217, 82666, 90425, 94234], [1166, 5358, 16862, 69112, 81619, 81734, 82543, 88958, 90884, 95243], [1475, 5647, 21164, 76031, 81743, 83872, 88096, 92144, 92437, 98264]]",69021,0
"[[465, 3706, 7386, 35114, 44478, 46912, 48514, 51662, 53860, 67694, 70513, 73398], [5330, 25102, 25262, 38112, 46100, 50049, 52527, 57636, 64996, 70554, 71087, 88124], [19652, 33618, 39905, 42746, 49532, 50620, 53853, 61975, 68937, 76580, 88270, 88793]]",67694,1
"[[2947, 9284, 12568, 20991, 31851, 36340, 41384, 44308, 49667, 51087, 51334, 52597, 60580, 62354, 62492, 68242, 81453, 82991, 89354, 91142], [10162, 13486, 17876, 24560, 36993, 43014, 44106, 47953, 50128, 51125, 53322, 62332, 62919, 62965, 63844, 69126, 86958, 89334, 91495, 92397]]",81453,1
"[[1033, 4280, 8064, 14237], [2580, 13350, 14455, 16632], [6677, 16330, 16376, 19972], [19037, 19853, 20555, 20921], [19128, 22464, 25046, 26265], [25025, 27029, 27854, 29787], [25829, 27790, 27942, 29887], [27347, 29813, 30016, 30775], [28172, 30157, 30375, 31661], [30422, 30534, 32295, 33988], [31176, 32174, 33637, 35035], [31269, 33055, 34211, 37077], [35251, 36390, 37978, 58770], [39101, 40765, 47098, 89781], [48361, 58386, 72292, 98398]]",19973,0
"[[1316, 1883, 3539, 5302, 14618, 17440, 20501, 24046, 31894, 34728, 35614, 38028, 38824, 45410, 45467], [2561, 3634, 4877, 5342, 16441, 17751, 22765, 25243, 35972, 37374, 38607, 39148, 40755, 45857, 57557], [4363, 4405, 5380, 11247, 19292, 32129, 38173, 38464, 40543, 42252, 43632, 47444, 49251, 55791, 65597], [7106, 11477, 13472, 23093, 36866, 36886, 38185, 38629, 42537, 44481, 44525, 49816, 51924, 58218, 68343], [12133, 14104, 19235, 36422, 38011, 38165, 41158, 44058, 44216, 46253, 47641, 53225, 53704, 63359, 68744], [16380, 18484, 19482, 36461, 38016, 38776, 42316, 46665, 48301, 51024, 52988, 54207, 63308, 72113, 79804], [17174, 30294, 31622, 37346, 41944, 43895, 46048, 48119, 50364, 53108, 54185, 54559, 63581, 74294, 81307], [17967, 32740, 39343, 41548, 43121, 45538, 47510, 49385, 52247, 54057, 61511, 72854, 78210, 82126, 83827], [21103, 34866, 41874, 42791, 45729, 46839, 51163, 51752, 53489, 68694, 74191, 76298, 81229, 83873, 87540]]",55791,1
"[[2969, 4694, 11638, 18134, 18592, 31262, 48077, 82518], [10596, 11072, 12805, 24622, 24786, 33940, 89400, 98676]]",18134,1
"[[515, 652, 716, 859, 1773, 1853, 4788, 5081, 6607, 10344, 14484, 25103, 32098, 36819], [698, 815, 830, 918, 1825, 2626, 4968, 5118, 9906, 16863, 34039, 35607, 40129, 41786], [808, 845, 1202, 1431, 4126, 4471, 6310, 9882, 13917, 25350, 38094, 46200, 46453, 48394], [825, 900, 2175, 3829, 4376, 12280, 20628, 27661, 28491, 30375, 38649, 46630, 49663, 52409], [870, 1948, 3141, 5612, 6951, 13735, 27449, 30259, 34277, 45324, 46574, 48152, 49738, 52739], [1979, 2044, 3516, 12802, 22300, 25169, 43885, 44386, 44625, 47516, 47647, 49418, 52118, 56729], [2281, 6255, 10358, 29876, 35043, 40944, 45655, 46767, 47599, 48204, 52864, 55528, 56278, 86314], [2447, 12664, 18605, 33452, 40917, 44583, 46914, 47274, 47823, 67986, 68396, 85565, 87374, 93542], [2532, 21441, 25861, 38487, 45876, 47598, 48970, 61735, 64031, 85818, 86175, 91704, 92245, 95733]]",25103,1
"[[64, 134, 370, 379, 831, 1329, 2402, 2600, 2601, 3018, 4208, 4637, 4854, 6126, 7175, 9046, 11238, 15316, 15839], [110, 190, 371, 427, 1189, 2534, 2733, 3253, 3477, 3940, 4573, 5628, 6096, 7600, 7931, 9359, 14853, 15431, 19345], [304, 876, 2206, 2288, 2741, 2773, 2778, 3507, 3547, 3969, 5696, 5753, 7840, 8063, 9306, 12016, 16814, 18586, 20635], [730, 1335, 2383, 2723, 2890, 2989, 3315, 4209, 4388, 4572, 6341, 6795, 8429, 9361, 10651, 14850, 17386, 19738, 23609], [1956, 2298, 2606, 2789, 2959, 3298, 3329, 4538, 4603, 5348, 7548, 8254, 10230, 10434, 14040, 14918, 19160, 20320, 25130], [2004, 2443, 2826, 3083, 3099, 3348, 3495, 4617, 4731, 5503, 7857, 10801, 10809, 10943, 14331, 15509, 20378, 22472, 28398], [2584, 2788, 2994, 3155, 3472, 3640, 3701, 4906, 4979, 6239, 10590, 11954, 12147, 12168, 17103, 20598, 25514, 26591, 30092], [2809, 2884, 3388, 3536, 3620, 3717, 4015, 5574, 5623, 7954, 10707, 12104, 12402, 14815, 17157, 25201, 28401, 29025, 31272], [3173, 3273, 3537, 3890, 4385, 4605, 5224, 5845, 8018, 8867, 10822, 12994, 16953, 20833, 23788, 29479, 29947, 30655, 31339], [3322, 3699, 3732, 4110, 4578, 4704, 5917, 6204, 8979, 10095, 15151, 17911, 19195, 21203, 24322, 29664, 30116, 31749, 33508], [3769, 4134, 4295, 4459, 5346, 5993, 6473, 7883, 9581, 13508, 16259, 20275, 21688, 23201, 28422, 29912, 30968, 32737, 33698], [3861, 4219, 4360, 5856, 6136, 6395, 6918, 10312, 12721, 14052, 16817, 23111, 24606, 26853, 29880, 32171, 34191, 39097, 44335], [4486, 5091, 5909, 6159, 6330, 6941, 7442, 11467, 14207, 18374, 19816, 26252, 26649, 27588, 32492, 38896, 39155, 41787, 45257], [4560, 5117, 6164, 6246, 6374, 7091, 7462, 12238, 15799, 18669, 26571, 27169, 27200, 30798, 32978, 39178, 46338, 55290, 71136], [5208, 5681, 6507, 6780, 6849, 9368, 11715, 12540, 17241, 18987, 29076, 29554, 30979, 33923, 34165, 45841, 55165, 61905, 76540], [5452, 6152, 6739, 7122, 8796, 11602, 12636, 13425, 21254, 22863, 30903, 35949, 36506, 36797, 48982, 60626, 62916, 77729, 79237], [6032, 6944, 7170, 7197, 9793, 11743, 15430, 17976, 22298, 24275, 36231, 36820, 40040, 45724, 69555, 74163, 83334, 92609, 93206], [6471, 7730, 9162, 16970, 18223, 19107, 21979, 23292, 38304, 39332, 41370, 43386, 45318, 63669, 79395, 81368, 85667, 93137, 96973]]",28398,1
"[[3707, 3814, 5032, 10207, 13796, 14329, 17290, 19414, 23784, 27614, 40013, 42688, 43753, 45292, 54001, 54497, 59931, 63862, 68187, 68352, 75494, 75628, 79683, 82317], [4931, 6276, 6928, 10726, 14327, 14807, 25809, 28918, 33463, 36723, 41490, 43717, 43991, 48983, 55227, 58397, 63901, 67418, 69064, 69273, 79600, 82155, 84753, 85513], [9512, 10116, 15286, 19872, 19934, 20611, 26186, 31647, 34129, 39004, 42183, 44624, 45702, 49803, 56205, 61035, 64263, 72619, 72954, 76272, 80531, 82401, 85757, 91675]]",23784,1
"[[686, 7402, 19401, 27748], [18574, 20219, 29536, 44469], [21940, 25066, 34664, 54972], [28014, 33166, 44064, 59679], [38776, 46417, 50475, 70655], [53688, 68012, 82554, 93458]]",33166,1
"[[434, 2926, 6353], [2162, 4391, 7428], [8498, 9677, 11225], [11187, 11983, 13294], [11539, 12272, 13613], [11656, 12752, 13930], [13330, 13875, 14378], [14445, 14486, 14614], [14470, 14495, 15734], [14563, 15670, 16355], [15650, 16385, 17606], [16745, 19432, 19535], [17341, 19491, 19843], [18937, 19983, 20573], [19932, 20377, 22705], [20961, 22219, 24319], [22715, 25336, 26628], [23338, 28020, 29918], [28216, 29989, 32820], [31269, 32100, 32827], [31352, 32937, 33524], [33253, 33526, 36308], [35334, 35700, 39120], [36214, 40380, 40448], [36453, 42451, 61046], [37155, 44597, 77571], [39848, 54307, 80719]]",42452,0
"[[687, 1392, 1984, 3239, 3398, 3573, 3845, 4895, 9158, 12284, 14747, 18928], [2272, 2787, 3199, 3600, 3603, 4474, 10271, 11587, 16872, 18424, 19320, 22837], [2799, 3727, 4007, 4056, 5198, 5494, 14011, 14970, 17900, 18740, 22555, 23282], [3891, 4240, 4495, 4529, 5322, 6627, 14686, 16884, 22290, 24496, 25172, 25630], [4025, 4328, 4936, 4967, 5812, 8137, 17661, 23039, 27559, 28148, 28268, 28781], [4441, 4739, 5373, 5619, 6021, 15663, 21707, 27074, 27617, 28326, 28637, 29750], [4489, 4790, 5520, 6069, 7248, 20099, 21785, 27706, 27752, 29026, 30536, 32344], [5562, 5631, 5993, 7588, 7772, 21307, 22951, 28218, 28678, 29878, 32349, 32452], [5829, 6593, 6921, 8155, 8437, 22525, 24355, 28225, 29071, 30723, 35604, 45355], [7258, 8052, 8329, 8415, 12091, 25092, 26980, 29501, 34448, 36136, 36475, 53092], [7270, 8295, 8838, 9281, 15273, 26728, 28114, 36229, 42668, 49699, 51307, 59980], [8499, 9443, 9806, 9968, 20548, 33163, 38344, 48716, 49028, 55757, 57702, 72496], [8858, 9671, 11582, 20946, 31589, 34233, 44920, 52787, 58112, 62696, 68761, 75433], [9357, 12099, 13191, 29759, 34544, 45326, 47914, 59379, 60369, 69518, 72304, 79982], [9428, 12549, 13663, 31045, 49082, 50940, 53349, 59802, 61306, 74581, 79620, 83212], [10830, 13963, 14045, 44022, 51683, 52669, 57902, 67715, 69354, 79775, 80497, 84644], [11221, 14281, 32165, 51869, 58940, 72095, 72806, 74991, 77556, 82610, 93617, 94733]]",5520,1
"[[13948, 15847], [16396, 19103], [17892, 25296], [20223, 58035], [24681, 58649]]",15848,0
"[[11290, 13207, 20031, 25240, 33674, 48847, 51918, 53616, 57795, 60209, 60642, 67508, 69066, 73554, 74783, 74920, 83927, 86317, 93386, 98378, 98863]]",93387,0
"[[7904, 9018, 18090, 33487, 35658, 40253, 58467, 59751], [11461, 12793, 24623, 34720, 37603, 58218, 59233, 62123], [21981, 25127, 41121, 44237, 49227, 62533, 64547, 78236]]",59233,1
"[[4097, 8819, 16244, 57269, 63763, 66336, 87857], [6235, 35252, 59427, 60854, 65376, 74319, 91249]]",66336,1
"[[2229], [2654], [3000], [3289], [3636], [3892], [3911], [4680], [5382], [5975], [6575]]",5383,0
